timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-05-28 04:00:00,3310.99,3337.88,3305.08,3329.93,689.6887,2025-05-28 07:59:59.999,2289735.89689200,7646,445.78390000,1480829.05987700,0
2025-05-28 08:00:00,3330.0,3336.11,3321.0,3323.58,383.9877,2025-05-28 11:59:59.999,1279189.93215700,5402,183.58190000,611737.24217000,0
2025-05-28 12:00:00,3323.66,3328.78,3306.35,3310.28,703.9522,2025-05-28 15:59:59.999,2334519.08982600,10116,314.45790000,1042895.60873600,0
2025-05-28 16:00:00,3310.13,3317.93,3304.59,3311.15,429.6003,2025-05-28 19:59:59.999,1422545.66197700,7149,210.26150000,696241.75367200,0
2025-05-28 20:00:00,3311.69,3312.34,3268.41,3276.02,838.202,2025-05-28 23:59:59.999,2756677.33837400,10829,296.30160000,974081.32134300,0
2025-05-29 00:00:00,3275.74,3293.17,3262.56,3288.7,575.59,2025-05-29 03:59:59.999,1887331.09903900,9956,255.94170000,839748.60049900,0
2025-05-29 04:00:00,3288.8,3300.65,3281.21,3299.99,308.9284,2025-05-29 07:59:59.999,1015739.94823600,3416,142.03410000,467128.00198700,0
2025-05-29 08:00:00,3299.64,3318.24,3291.11,3313.64,468.6523,2025-05-29 11:59:59.999,1548744.87446100,5744,251.16810000,830153.50147600,0
2025-05-29 12:00:00,3313.63,3331.92,3312.25,3330.89,632.7686,2025-05-29 15:59:59.999,2103117.39055400,8573,337.85030000,1123168.79554100,0
2025-05-29 16:00:00,3330.9,3339.78,3323.03,3324.81,316.8807,2025-05-29 19:59:59.999,1055780.39640900,4585,173.68340000,578779.64978600,0
2025-05-29 20:00:00,3324.82,3335.0,3324.0,3326.45,251.131,2025-05-29 23:59:59.999,836339.43198500,3559,119.31090000,397339.81750300,0
2025-05-30 00:00:00,3326.45,3333.37,3302.94,3306.17,433.898,2025-05-30 03:59:59.999,1439279.84445000,4290,185.75100000,616260.20862000,0
2025-05-30 04:00:00,3305.85,3318.37,3302.18,3306.8,546.5879,2025-05-30 07:59:59.999,1808487.82436800,6143,301.42280000,997432.69383300,0
2025-05-30 08:00:00,3306.45,3313.48,3302.06,3306.4,406.5756,2025-05-30 11:59:59.999,1344861.55457000,5384,175.05620000,579170.14875800,0
2025-05-30 12:00:00,3306.42,3324.39,3288.2,3303.18,659.5689,2025-05-30 15:59:59.999,2180081.50448300,6743,310.46070000,1026541.40343000,0
2025-05-30 16:00:00,3302.81,3306.63,3297.74,3304.65,735.0164,2025-05-30 19:59:59.999,2427564.47373300,9286,356.60830000,1177807.80572700,0
2025-05-30 20:00:00,3304.66,3308.46,3297.05,3302.25,281.0112,2025-05-30 23:59:59.999,928270.21535200,4341,105.00100000,346900.88556600,0
2025-05-31 00:00:00,3302.28,3309.76,3295.36,3306.72,365.1874,2025-05-31 03:59:59.999,1206656.99220300,4736,163.10000000,538994.71667400,0
2025-05-31 04:00:00,3306.72,3309.18,3302.41,3302.91,109.7093,2025-05-31 07:59:59.999,362733.63022300,2036,48.04460000,158830.66155400,0
2025-05-31 08:00:00,3302.91,3306.56,3298.01,3300.81,346.8735,2025-05-31 11:59:59.999,1145109.52188900,2500,138.77230000,458167.90975200,0
2025-05-31 12:00:00,3300.82,3304.4,3298.3,3301.67,160.7695,2025-05-31 15:59:59.999,530758.42400300,2921,65.63180000,216688.42668200,0
2025-05-31 16:00:00,3301.67,3302.94,3296.5,3302.39,110.6228,2025-05-31 19:59:59.999,364954.78058100,2145,68.19130000,224966.21644900,0
2025-05-31 20:00:00,3302.39,3304.0,3296.52,3296.52,109.3291,2025-05-31 23:59:59.999,360799.89766700,2113,38.25460000,126264.06062300,0
2025-06-01 00:00:00,3296.52,3303.03,3293.0,3302.97,233.6118,2025-06-01 03:59:59.999,770250.47186100,3418,110.83890000,365502.28772800,0
2025-06-01 04:00:00,3302.98,3304.8,3300.5,3304.55,93.195,2025-06-01 07:59:59.999,307826.58097100,2463,44.11650000,145723.67493400,0
2025-06-01 08:00:00,3304.43,3307.81,3301.3,3307.5,145.2286,2025-06-01 11:59:59.999,480002.97668400,2597,82.43510000,272485.95477600,0
2025-06-01 12:00:00,3307.49,3309.4,3303.77,3308.84,142.9029,2025-06-01 15:59:59.999,472673.90912400,1635,77.16860000,255262.06214600,0
2025-06-01 16:00:00,3308.84,3314.03,3301.7,3306.54,432.5141,2025-06-01 19:59:59.999,1431019.99062000,4386,193.53410000,640371.67738900,0
2025-06-01 20:00:00,3306.54,3325.14,3306.47,3319.57,278.6414,2025-06-01 23:59:59.999,923882.00130500,3931,140.94060000,467258.77399300,0
2025-06-02 00:00:00,3319.71,3323.93,3312.0,3319.82,250.3968,2025-06-02 03:59:59.999,830762.26338900,3824,116.12450000,385322.27410100,0
2025-06-02 04:00:00,3319.82,3370.75,3319.82,3363.05,912.7076,2025-06-02 07:59:59.999,3060277.87643100,7641,413.88990000,1386548.73276800,0
2025-06-02 08:00:00,3362.61,3372.11,3354.81,3368.01,686.7632,2025-06-02 11:59:59.999,2309781.11205400,5681,289.82380000,974856.11353600,0
2025-06-02 12:00:00,3368.36,3391.01,3361.52,3385.74,1499.1155,2025-06-02 15:59:59.999,5069163.84823100,9935,589.19840000,1991841.02112500,0
2025-06-02 16:00:00,3385.75,3393.52,3381.65,3392.64,462.5565,2025-06-02 19:59:59.999,1567025.92969600,6010,201.44980000,682490.61619700,0
2025-06-02 20:00:00,3392.65,3403.9,3389.0,3396.98,648.5727,2025-06-02 23:59:59.999,2202977.78168500,5803,356.72010000,1212067.88950900,0
2025-06-03 00:00:00,3396.99,3397.57,3370.46,3370.49,659.1646,2025-06-03 03:59:59.999,2229945.10456000,5365,254.53990000,861005.44463200,0
2025-06-03 04:00:00,3370.45,3377.27,3363.67,3368.49,247.833,2025-06-03 07:59:59.999,835059.90857300,2833,90.54850000,305149.31236900,0
2025-06-03 08:00:00,3368.9,3374.4,3366.06,3369.03,275.5381,2025-06-03 11:59:59.999,928658.80131000,3052,149.87360000,505246.63563400,0
2025-06-03 12:00:00,3369.02,3374.24,3346.85,3361.98,924.722,2025-06-03 15:59:59.999,3106433.65654000,6572,438.81010000,1474165.33256500,0
2025-06-03 16:00:00,3361.98,3365.4,3353.76,3361.77,805.5156,2025-06-03 19:59:59.999,2706830.64977500,7220,301.38230000,1013012.42836500,0
2025-06-03 20:00:00,3361.8,3371.52,3361.76,3369.43,225.8836,2025-06-03 23:59:59.999,760565.71972600,3145,130.88900000,440651.39935700,0
2025-06-04 00:00:00,3369.43,3383.96,3358.51,3372.16,399.8264,2025-06-04 03:59:59.999,1349125.07362100,3664,190.21110000,641638.69827800,0
2025-06-04 04:00:00,3372.16,3376.0,3361.0,3367.54,254.8379,2025-06-04 07:59:59.999,858712.77742500,2401,99.49180000,335221.65504100,0
2025-06-04 08:00:00,3367.37,3376.99,3358.97,3359.55,515.4178,2025-06-04 11:59:59.999,1736068.59384100,4019,170.28080000,573868.01109800,0
2025-06-04 12:00:00,3359.55,3394.95,3358.55,3382.65,725.5451,2025-06-04 15:59:59.999,2449011.25485800,5333,397.45150000,1341174.25887700,0
2025-06-04 16:00:00,3382.73,3393.2,3382.73,3385.35,220.7153,2025-06-04 19:59:59.999,747798.28989900,2320,106.89810000,362168.12022800,0
2025-06-04 20:00:00,3385.34,3391.2,3382.47,3391.2,209.468,2025-06-04 23:59:59.999,709438.72534400,2330,90.92060000,307983.62229100,0
2025-06-05 00:00:00,3391.22,3396.4,3382.6,3383.7,198.817,2025-06-05 03:59:59.999,673665.39349400,2383,72.86840000,246886.31913700,0
2025-06-05 04:00:00,3383.71,3388.5,3375.61,3385.27,217.2337,2025-06-05 07:59:59.999,734952.64674500,2831,87.22120000,295163.63807400,0
2025-06-05 08:00:00,3385.32,3418.53,3383.81,3406.59,727.7995,2025-06-05 11:59:59.999,2479398.21858600,8322,313.65250000,1068405.08471800,0
2025-06-05 12:00:00,3406.59,3415.81,3361.0,3365.0,1526.4864,2025-06-05 15:59:59.999,5173435.55048700,13966,565.46430000,1917453.63987900,0
2025-06-05 16:00:00,3364.99,3378.21,3361.0,3376.8,709.5632,2025-06-05 19:59:59.999,2390867.06798600,5751,325.57490000,1097117.14683400,0
2025-06-05 20:00:00,3376.8,3382.31,3366.6,3381.55,1125.1144,2025-06-05 23:59:59.999,3797154.81762500,16297,578.55590000,1952559.29165000,0
2025-06-06 00:00:00,3381.55,3418.0,3376.88,3387.13,941.3615,2025-06-06 03:59:59.999,3188312.16147300,10239,536.26760000,1817255.94926500,0
2025-06-06 04:00:00,3387.12,3399.94,3370.4,3376.42,615.8073,2025-06-06 07:59:59.999,2085229.37115800,9069,254.93550000,863532.53767000,0
2025-06-06 08:00:00,3376.91,3383.21,3370.82,3377.0,291.8726,2025-06-06 11:59:59.999,985755.01049100,3847,153.27530000,517673.01670100,0
2025-06-06 12:00:00,3376.94,3379.7,3336.06,3352.56,1271.272,2025-06-06 15:59:59.999,4264687.67003900,13433,403.11440000,1352040.27617400,0
2025-06-06 16:00:00,3352.47,3353.54,3334.32,3334.33,475.7457,2025-06-06 19:59:59.999,1590294.02346900,4313,175.97330000,588332.96880800,0
2025-06-06 20:00:00,3334.58,3337.92,3328.0,3333.88,316.043,2025-06-06 23:59:59.999,1053006.73392000,3110,98.60200000,328589.18143900,0
2025-06-07 00:00:00,3333.89,3336.03,3332.2,3333.2,159.0646,2025-06-07 03:59:59.999,530355.84123800,2392,92.17440000,307339.59494800,0
2025-06-07 04:00:00,3333.2,3335.5,3329.18,3334.32,194.6222,2025-06-07 07:59:59.999,648561.00038200,2936,115.97210000,386448.59410800,0
2025-06-07 08:00:00,3334.32,3338.47,3333.4,3335.0,133.3925,2025-06-07 11:59:59.999,444919.82976600,2468,57.99190000,193434.43489300,0
2025-06-07 12:00:00,3335.0,3337.01,3332.42,3334.41,155.1115,2025-06-07 15:59:59.999,517101.87161600,2515,69.14820000,230527.17326200,0
2025-06-07 16:00:00,3334.41,3337.28,3331.81,3332.63,124.7935,2025-06-07 19:59:59.999,416105.52393800,2127,53.04150000,176875.28851900,0
2025-06-07 20:00:00,3332.62,3335.9,3330.39,3332.4,105.4525,2025-06-07 23:59:59.999,351487.44672100,2045,38.58120000,128602.28157400,0
2025-06-08 00:00:00,3332.4,3335.81,3330.23,3335.6,192.3529,2025-06-08 03:59:59.999,641204.32581100,1777,133.03500000,443476.58880700,0
2025-06-08 04:00:00,3335.6,3342.5,3333.87,3339.04,215.0595,2025-06-08 07:59:59.999,717916.40699100,2530,129.48440000,432249.94868900,0
2025-06-08 08:00:00,3339.04,3342.2,3331.32,3334.33,399.2248,2025-06-08 11:59:59.999,1331575.31149100,3639,208.83030000,696498.40386100,0
2025-06-08 12:00:00,3334.31,3352.2,3334.3,3338.66,560.5837,2025-06-08 15:59:59.999,1871902.45082600,5659,280.93980000,938390.83641100,0
2025-06-08 16:00:00,3338.71,3342.0,3335.3,3336.53,148.4576,2025-06-08 19:59:59.999,495573.74187300,2427,55.01350000,183660.55892200,0
2025-06-08 20:00:00,3336.53,3342.58,3334.48,3340.75,253.1968,2025-06-08 23:59:59.999,845155.36994000,4233,118.08490000,394211.35365500,0
2025-06-09 00:00:00,3340.76,3340.76,3316.87,3331.7,616.7142,2025-06-09 03:59:59.999,2050240.36513700,9294,191.31130000,636141.59293000,0
2025-06-09 04:00:00,3331.61,3347.58,3329.16,3347.5,252.6035,2025-06-09 07:59:59.999,843751.03916800,4289,151.72950000,506916.11605700,0
2025-06-09 08:00:00,3347.5,3349.0,3334.37,3338.75,262.1828,2025-06-09 11:59:59.999,876192.12496600,4049,101.12260000,338000.70885400,0
2025-06-09 12:00:00,3338.75,3350.31,3333.47,3347.96,581.6897,2025-06-09 15:59:59.999,1943488.52275200,5967,296.19980000,989646.60603800,0
2025-06-09 16:00:00,3347.95,3356.99,3339.99,3343.88,501.7874,2025-06-09 19:59:59.999,1680170.10259200,4721,159.92030000,535988.46160700,0
2025-06-09 20:00:00,3344.16,3347.49,3337.01,3346.45,710.3547,2025-06-09 23:59:59.999,2374743.76326100,5276,199.70180000,667755.85235400,0
2025-06-10 00:00:00,3346.45,3346.45,3324.39,3328.76,637.9911,2025-06-10 03:59:59.999,2124912.73705500,6132,356.88870000,1188363.00831200,0
2025-06-10 04:00:00,3328.76,3347.79,3320.82,3345.58,479.7746,2025-06-10 07:59:59.999,1600018.36535000,4974,210.76050000,703609.62871300,0
2025-06-10 08:00:00,3345.58,3355.0,3341.1,3346.6,490.4958,2025-06-10 11:59:59.999,1642300.61796500,5060,209.99560000,703074.52743000,0
2025-06-10 12:00:00,3346.98,3362.01,3338.0,3341.59,716.1186,2025-06-10 15:59:59.999,2399257.13582600,9112,347.62750000,1164778.04148700,0
2025-06-10 16:00:00,3341.58,3346.19,3328.0,3341.81,711.6721,2025-06-10 19:59:59.999,2375964.29145300,7812,216.02130000,721762.46625900,0
2025-06-10 20:00:00,3341.81,3341.81,3331.65,3340.18,273.7778,2025-06-10 23:59:59.999,913713.76438100,4936,106.31900000,354867.98351800,0
2025-06-11 00:00:00,3340.33,3355.45,3338.24,3352.56,353.7091,2025-06-11 03:59:59.999,1184452.26292800,5631,208.24110000,697650.29343200,0
2025-06-11 04:00:00,3352.56,3360.3,3346.99,3358.64,368.8932,2025-06-11 07:59:59.999,1236971.84124500,4737,171.24800000,574455.13250400,0
2025-06-11 08:00:00,3358.63,3360.21,3345.0,3346.69,674.9227,2025-06-11 11:59:59.999,2261929.42235700,5672,412.86570000,1383714.99598800,0
2025-06-11 12:00:00,3346.7,3371.52,3343.33,3347.13,791.0192,2025-06-11 15:59:59.999,2652896.50536300,10357,376.37250000,1262270.87893300,0
2025-06-11 16:00:00,3347.13,3363.35,3337.6,3360.52,510.3574,2025-06-11 19:59:59.999,1710973.63870700,5441,216.40120000,725631.57177900,0
2025-06-11 20:00:00,3360.52,3387.23,3360.52,3379.4,914.2258,2025-06-11 23:59:59.999,3085696.59348600,7076,481.19420000,1624424.36384300,0
2025-06-12 00:00:00,3379.4,3409.3,3377.33,3387.15,779.9485,2025-06-12 03:59:59.999,2643603.99890200,5688,558.00870000,1891845.22626300,0
2025-06-12 04:00:00,3387.16,3428.61,3357.52,3364.02,881.5693,2025-06-12 07:59:59.999,2986841.51796200,6484,506.74400000,1719671.57503700,0
2025-06-12 08:00:00,3364.4,3404.64,3364.37,3397.02,712.0591,2025-06-12 11:59:59.999,2414672.05394900,6004,319.96230000,1084722.42317000,0
2025-06-12 12:00:00,3396.62,3412.55,3393.52,3402.01,953.2857,2025-06-12 15:59:59.999,3244842.16970400,9002,482.96280000,1643896.96503100,0
2025-06-12 16:00:00,3401.75,3405.68,3391.1,3399.8,1971.707,2025-06-12 19:59:59.999,6698547.07724100,14339,803.24380000,2728645.16090700,0
2025-06-12 20:00:00,3399.8,3408.88,3393.55,3408.42,727.7147,2025-06-12 23:59:59.999,2473944.69938700,7436,383.86840000,1305120.04603900,0
2025-06-13 00:00:00,3408.42,3600.0,3405.42,3450.8,5804.9806,2025-06-13 03:59:59.999,20039618.84317500,50890,3191.82580000,11031112.50389200,0
2025-06-13 04:00:00,3450.99,3467.83,3430.0,3442.69,2697.0716,2025-06-13 07:59:59.999,9305722.71521500,17916,1079.47710000,3725819.56988200,0
2025-06-13 08:00:00,3442.69,3454.71,3440.16,3449.69,1154.2585,2025-06-13 11:59:59.999,3979199.35628000,9510,512.61830000,1767350.65813200,0
2025-06-13 12:00:00,3449.69,3475.96,3443.62,3447.28,1614.1689,2025-06-13 15:59:59.999,5579546.20936700,15891,758.48360000,2623267.06459000,0
2025-06-13 16:00:00,3447.29,3462.77,3441.0,3456.4,1545.8628,2025-06-13 19:59:59.999,5337471.52684400,12350,716.02810000,2473164.18418700,0
2025-06-13 20:00:00,3456.22,3480.0,3452.7,3461.98,930.9975,2025-06-13 23:59:59.999,3220614.01892000,5918,507.50770000,1756079.60944600,0
2025-06-14 00:00:00,3461.98,3467.66,3454.71,3456.42,714.4097,2025-06-14 03:59:59.999,2473674.39410700,5660,484.14910000,1676876.42729100,0
2025-06-14 04:00:00,3456.43,3461.76,3452.02,3452.71,344.7163,2025-06-14 07:59:59.999,1191524.26309200,4521,156.94460000,542528.35581300,0
2025-06-14 08:00:00,3452.72,3462.63,3452.72,3459.7,232.3824,2025-06-14 11:59:59.999,803713.01284100,3102,124.42200000,430295.87169900,0
2025-06-14 12:00:00,3459.71,3468.11,3454.2,3465.45,525.7627,2025-06-14 15:59:59.999,1819032.70949300,4152,308.28010000,1066656.80336800,0
2025-06-14 16:00:00,3465.46,3494.4,3463.33,3482.43,1107.3785,2025-06-14 19:59:59.999,3846107.06282800,9222,662.21140000,2300596.04033500,0
2025-06-14 20:00:00,3482.95,3497.0,3476.0,3487.6,792.2681,2025-06-14 23:59:59.999,2762900.76305200,9244,416.70830000,1453411.93330600,0
2025-06-15 00:00:00,3487.6,3496.01,3475.62,3485.0,352.5948,2025-06-15 03:59:59.999,1229128.52552500,4318,167.33770000,583459.46703500,0
2025-06-15 04:00:00,3484.82,3489.78,3473.42,3482.47,346.6093,2025-06-15 07:59:59.999,1206869.71133900,4577,144.46460000,502945.77325200,0
2025-06-15 08:00:00,3483.07,3495.41,3472.0,3493.33,590.3223,2025-06-15 11:59:59.999,2058556.09595000,5383,222.33450000,775636.06178500,0
2025-06-15 12:00:00,3493.33,3495.65,3474.0,3478.92,705.5835,2025-06-15 15:59:59.999,2457829.27254500,7013,232.52500000,810355.82531600,0
2025-06-15 16:00:00,3479.2,3488.86,3467.26,3486.75,944.0961,2025-06-15 19:59:59.999,3287394.88268300,7907,463.25270000,1613700.85711300,0
2025-06-15 20:00:00,3486.75,3491.99,3465.0,3476.97,850.6645,2025-06-15 23:59:59.999,2961079.47538300,9206,383.60380000,1335603.88249900,0
2025-06-16 00:00:00,3476.94,3485.12,3458.03,3460.07,1054.0956,2025-06-16 03:59:59.999,3659558.96378100,9445,413.50640000,1435182.07423500,0
2025-06-16 04:00:00,3459.68,3460.53,3433.0,3435.32,1211.7261,2025-06-16 07:59:59.999,4174126.70851500,12257,491.95150000,1693820.65098400,0
2025-06-16 08:00:00,3435.32,3449.41,3430.0,3440.75,914.4614,2025-06-16 11:59:59.999,3145921.40559500,7263,382.86230000,1317627.39131400,0
2025-06-16 12:00:00,3440.75,3443.75,3413.97,3426.44,1430.4092,2025-06-16 15:59:59.999,4899681.25740900,12736,709.74610000,2430529.94445500,0
2025-06-16 16:00:00,3426.43,3426.99,3405.0,3408.08,1508.1878,2025-06-16 19:59:59.999,5149714.36516700,7300,412.63770000,1408605.95891600,0
2025-06-16 20:00:00,3408.03,3432.41,3401.0,3432.41,1442.8587,2025-06-16 23:59:59.999,4928794.87534900,11350,656.62030000,2243766.55421700,0
2025-06-17 00:00:00,3432.4,3436.04,3405.03,3411.94,1302.0611,2025-06-17 03:59:59.999,4456627.21443700,12211,600.85870000,2057402.31440800,0
2025-06-17 04:00:00,3411.94,3423.31,3406.82,3413.25,1291.3252,2025-06-17 07:59:59.999,4410852.50278600,12436,618.91960000,2114461.20667500,0
2025-06-17 08:00:00,3412.6,3430.55,3403.6,3418.8,1054.4482,2025-06-17 11:59:59.999,3599723.43112600,10474,450.65100000,1538681.81997400,0
2025-06-17 12:00:00,3418.8,3424.65,3392.2,3402.95,1786.2128,2025-06-17 15:59:59.999,6086285.44312900,13575,876.06160000,2984920.33845200,0
2025-06-17 16:00:00,3402.95,3416.19,3399.13,3409.38,1461.9533,2025-06-17 19:59:59.999,4980534.30173600,10593,817.68000000,2786029.57618700,0
2025-06-17 20:00:00,3409.37,3422.21,3407.0,3413.75,788.8591,2025-06-17 23:59:59.999,2694164.69020000,6045,427.61280000,1460093.61771800,0
2025-06-18 00:00:00,3413.76,3415.61,3397.39,3411.43,1128.4567,2025-06-18 03:59:59.999,3843440.35205100,7902,509.35060000,1734981.21591700,0
