timestamp,open,high,low,close,volume,price_change,price_change_pct,high_low_spread,open_close_spread,MA_7,MA_14,MA_21,MA_50,MA_90,MA_200,EMA_12,EMA_26,EMA_90,EMA_200,volatility_7,volatility_21,RSI_14,MACD,MACD_signal,MACD_diff,BB_middle,BB_std,BB_upper,BB_lower,BB_width,BB_position,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_7,volume_lag_7,close_lag_14,volume_lag_14,rolling_min_7,rolling_max_7,rolling_mean_7,target
2025-06-22 04:00:00,3421.4,3429.0,3410.22,3421.86,667.3193,0.47000000000025466,0.01373710684839935,18.7800000000002,0.4600000000000364,3403.2542857142857,3392.612857142857,3392.3042857142855,3420.9048,3396.8616666666667,3363.49,3401.1895550532927,3401.1052609921285,3395.0935931341687,3361.296071420783,13.218422569975274,12.819676505846171,65.53896859247777,0.08429406116420068,-5.32879872754639,5.413092788710591,3392.1495000000004,13.13256197196153,3418.4146239439233,3365.8843760560776,52.53024788784569,1.0655884218066678,3421.39,1502.6747,3395.84,1217.5247,3404.72,1289.5282,3390.19,257.607,3389.8,251.563,3392.77,3421.86,3403.2542857142857,3425.61
2025-06-22 08:00:00,3421.86,3427.0,3414.22,3425.61,870.8809,3.75,0.10958952148831802,12.7800000000002,3.75,3407.914285714286,3396.0242857142853,3393.7428571428572,3420.2886000000003,3397.8684444444443,3364.4864999999995,3404.9465465835556,3402.9204268445633,3395.7642833949562,3361.936011008636,14.667272931204918,14.736196979846905,75.14743049705174,2.0261197389922927,-3.8578150342386537,5.883934773230946,3393.762,15.118751201563509,3423.9995024031273,3363.524497596873,60.47500480625422,1.0266307973357331,3421.86,667.3193,3421.39,1502.6747,3395.84,1217.5247,3392.99,375.1624,3377.85,781.2578,3392.77,3425.61,3407.914285714286,3454.4
2025-06-22 12:00:00,3425.61,3460.42,3416.34,3454.4,3096.4387,28.789999999999964,0.8404342584240387,44.07999999999993,28.789999999999964,3416.718571428572,3402.0385714285717,3396.649523809524,3420.3224,3399.201666666667,3365.5559000000003,3412.5547701860855,3406.733728559781,3397.0529804631988,3362.8560507000925,21.13345485920658,19.805087093022873,86.26184323858786,5.821041626304577,-1.9220437021300076,7.743085328434585,3397.179,20.166523302376742,3437.512046604754,3356.8459533952464,80.66609320950738,1.2093562824641158,3425.61,870.8809,3421.86,667.3193,3421.39,1502.6747,3392.77,342.2763,3370.2,1085.8475,3393.21,3454.4,3416.718571428572,3448.17
2025-06-22 16:00:00,3454.42,3459.46,3434.76,3448.17,2072.3406,-6.230000000000018,-0.18034969893468977,24.699999999999818,-6.25,3424.5699999999997,3407.6935714285714,3399.6071428571427,3420.0918,3400.4854444444445,3366.49005,3418.034036311303,3409.803081999797,3398.1764314420293,3363.7049457180024,21.153259796079876,22.5868913626671,82.67976554115438,8.230954311506139,0.1085559005972216,8.122398410908918,3399.978,23.10797142022499,3446.19394284045,3353.7620571595503,92.43188568089954,1.0213785226277017,3454.4,3096.4387,3425.61,870.8809,3421.86,667.3193,3393.21,617.8098,3369.0,1189.8642,3395.84,3454.4,3424.5699999999997,3402.0
2025-06-22 20:00:00,3448.18,3483.2,3401.95,3402.0,3091.1573,-46.17000000000007,-1.3389711064129672,81.25,-46.179999999999836,3424.1814285714286,3408.7999999999997,3400.0742857142864,3418.8228,3401.2587777777776,3367.04505,3415.5672614941795,3409.225075925738,3398.2604659158305,3364.0859910342415,21.598950150863644,22.52718614728981,55.17057213432135,6.342185568441437,1.3552818341660648,4.986903734275372,3400.568,22.99554387038447,3446.559087740769,3354.5769122592314,91.98217548153752,0.515568233655087,3448.17,2072.3406,3454.4,3096.4387,3425.61,870.8809,3404.72,1289.5282,3386.51,1688.3267,3395.84,3454.4,3424.1814285714286,3386.6
2025-06-23 00:00:00,3401.99,3409.99,3385.82,3386.6,1633.1192,-15.400000000000091,-0.45267489711934283,24.169999999999618,-15.389999999999873,3422.861428571429,3408.888571428571,3399.9028571428566,3416.9062,3401.8254444444447,3367.4567000000006,3411.110759725844,3407.549144375683,3398.0041919396585,3364.3100110239507,23.790818557155415,22.619593308212444,50.377956595952135,3.5616153501609915,1.7965485373650503,1.7650668127959412,3400.1580000000004,23.176188915169366,3446.510377830339,3353.8056221696615,92.70475566067762,0.35375076064462013,3402.0,3091.1573,3448.17,2072.3406,3454.4,3096.4387,3395.84,1217.5247,3385.36,542.6548,3386.6,3454.4,3422.861428571429,3377.0
2025-06-23 04:00:00,3386.6,3394.02,3370.6,3377.0,1525.5621,-9.599999999999909,-0.2834701470501355,23.420000000000073,-9.599999999999909,3416.5200000000004,3407.625,3399.055238095238,3414.6942,3402.2472222222223,3367.8266000000003,3405.862950537253,3405.2862447922994,3397.542561347578,3364.4362795709762,29.483407197954822,23.14771492374187,44.61688272168457,0.576705744953415,1.5525799788827233,-0.9758742339293083,3399.518,23.649181269906222,3446.8163625398124,3352.2196374601876,94.59672507962478,0.2619579326763587,3386.6,1633.1192,3402.0,3091.1573,3448.17,2072.3406,3421.39,1502.6747,3394.69,430.8576,3377.0,3454.4,3416.5200000000004,3399.51
2025-06-23 08:00:00,3376.81,3400.6,3376.81,3399.51,1295.3214,22.51000000000022,0.6665679597275709,23.789999999999964,22.700000000000273,3413.327142857143,3408.2907142857143,3399.5176190476195,3412.9844,3402.9714444444444,3368.23365,3404.8855735315215,3404.8583748076844,3397.5858017575215,3364.785271814051,30.01414095294511,23.050370692203014,52.55594559017118,0.02719872383704569,1.2475037278735879,-1.2203050040365422,3400.601,23.094122947990076,3446.7892458959805,3354.4127541040198,92.37649179196069,0.4881896359253725,3377.0,1525.5621,3386.6,1633.1192,3402.0,3091.1573,3421.86,667.3193,3390.19,257.607,3377.0,3454.4,3413.327142857143,3405.78
2025-06-23 12:00:00,3399.41,3410.4,3378.0,3405.78,887.2533,6.269999999999982,0.18443834552626104,32.40000000000009,6.370000000000346,3410.4942857142855,3409.2042857142856,3400.847619047619,3411.4506,3403.717222222222,3368.6740999999997,3405.0231776035953,3404.9266433404487,3397.765894026587,3365.193179557195,29.59450166115009,22.53772013864736,53.44205823779548,0.09653426314662283,1.0173098349281948,-0.920775571781572,3402.38,21.972154866414936,3446.32430973283,3358.4356902671702,87.88861946565976,0.5386853271865142,3399.51,1295.3214,3377.0,1525.5621,3386.6,1633.1192,3425.61,870.8809,3392.99,375.1624,3377.0,3454.4,3410.4942857142855,3391.28
2025-06-23 16:00:00,3405.66,3416.32,3390.83,3391.28,2290.179,-14.5,-0.425746818643602,25.490000000000236,-14.379999999999654,3401.477142857143,3409.097857142857,3401.8514285714286,3409.4096000000004,3404.3255555555556,3369.03655,3402.9088425876575,3403.915780870786,3397.6233469051235,3365.45274990986,22.830250921599823,21.55235376606296,49.627630329384765,-1.0069382831284202,0.6124602113168719,-1.6193984944452922,3403.494,20.71981238484542,3444.933624769691,3362.0543752303092,82.87924953938182,0.3526289744672917,3405.78,887.2533,3399.51,1295.3214,3377.0,1525.5621,3454.4,3096.4387,3392.77,342.2763,3377.0,3448.17,3401.477142857143,3368.74
